,type,file_id,name,text,human_rate
177,famous,famous_260_d_1_2.txt,ed sheeran,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 is a musician/songwriter. PRONOUN is very successful and has had many hit songs. PRONOUN plays guitar and uses loop pedals to create a full band effect. PRONOUN has a scruffy style and is known for PRONOUN ginger hair. PRONOUN recently had a daughter who PRONOUN named something ridiculous. Apparently PRONOUN has an MBE which surprises me. Despite being so popular, PRONOUN songs are pretty terrible but very catchy. Because of this I now have OTHER_IDENTIFYING_ATTRIBUTE_1 stuck in my head, a song I have not thought about for about NUMERIC_1 years. PRONOUN was in an episode of OTHER_IDENTIFYING_ATTRIBUTE_2 as NUMERIC_2 of the stars was a huge fan. I don't think it went down very well.",0.3333333333333333
1179,semifamous,semifamous_85_d_3_5.txt,kenny kramm,PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 known as PERSON_FIRSTNAME_2 PERSON_LASTNAME_1 is currently an entrepreneur who founded the company ORGANIZATION_1 in LOCATION_1 who's responsibilities are to add flavor to medicines in order for them to be more digestible.Born in DATE_2 in Washington D.C. PRONOUN graduated in advertising which allowed for PRONOUN to become an art director. However due to a dislike in the job PRONOUN found PRONOUN joining PRONOUN fathers pharmacy as the manager. The reason for the companies strange ways are due to PRONOUN disliking medicine that PRONOUN had to take because of epileptic seizures. MR/MS PERSON_LASTNAME_1 has since past in DATE_1 after contracting sepsis however the company is still up to this day making sure medicine can be better digested.,0.3333333333333333
1162,semifamous,semifamous_6_d_3_2.txt,william bettendorf,PERSON_FIRSTNAME_2 was a German LOCATION_2 inventor most known for the invention of the power lift. By the age of NUMERIC_1 PRONOUN had NUMERIC_5 patents. PRONOUN was family oriented and had a wife and kids who unfortunately died before PRONOUN. PRONOUN founded the ORGANIZATION_1 with PRONOUN brother who PRONOUN was very close to. PRONOUN was popular and well known in PRONOUN town. The city of LOCATION_1 was named after PRONOUN and PRONOUN brother and the local community knew them well and PRONOUN was popular. PRONOUN married more than once due to PRONOUN first wife dying before PRONOUN. PRONOUN company was fast growing and very successful. PRONOUN had NUMERIC_3 children called PERSON_FIRSTNAME_3 and PERSON_FIRSTNAME_1. PRONOUN died at the age of NUMERIC_4 and was American,0.0
257,famous,famous_332_d_1_9.txt,hugh grant,"A british actor who has been in many rom com films, such as NUMERIC_1 weddings and a funeral and love actually and notting hill and bridget jones's diary. PRONOUN was born on NUMERIC_2th DATE_1 DATE_1 in LOCATION_1. as well as playing many famous roles in films as an actor, PRONOUN has also been a film producer. PRONOUN often plays the leading man in many of PRONOUN famous films and often has played a similar role as a charming, witty romantic lead. PRONOUN plays some of the best known and memorable characters in cinema. PERSON_FIRSTNAME_1 PERSON_LASTNAME_1's starring role in OTHER_IDENTIFYING_ATTRIBUTE_1 made PRONOUN NUMERIC_2 of the best known figures in cinema.",1.0
1161,semifamous,semifamous_69_d_3_5.txt,kenny kramm,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 (June NUMERIC_5, NUMERIC_1 – DATE_1 NUMERIC_4, DATE_2 was an LOCATION_1 entrepreneur who founded OTHER_IDENTIFYING_ATTRIBUTE_1. OTHER_IDENTIFYING_ATTRIBUTE_1 is a very innovative flavouring system that allows people to stomach taking medicines that had bad tastes. MR/MS PERSON_LASTNAME_1 initially studied Advertising Design at the ORGANIZATION_1 but realized it was not the career for PRONOUN after graduating. PERSON_LASTNAME_1 had NUMERIC_1 children, NUMERIC_2 of who was quite ill and had trouble with epileptic seizures. The daughter found the medicine very terrible tasting and the PERSON_LASTNAME_1 parents decided something must be done to improve the medicine. Thus OTHER_IDENTIFYING_ATTRIBUTE_1 was born. PERSON_LASTNAME_1 died from sepsis in DATE_2.",0.3333333333333333
941,semifamous,semifamous_22_d_3_3.txt,yassine el ghanassy,"PERSON_LASTNAME_1 PERSON_LASTNAME_4 is NUMERIC_7 years old and the son of the football player PERSON_FIRSTNAME_2 PERSON_LASTNAME_4. At NUMERIC_12 PRONOUN joined the ORGANIZATION_16. In DATE_13, PERSON_LASTNAME_1 made PRONOUN debut for ORGANIZATION_3 re who had been relegated to the Third Division and PRONOUN later went on to join ORGANIZATION_12 not long afterwards. PRONOUN played in the ORGANIZATION_15 League and PRONOUN was named as the successor to PERSON_FIRSTNAME_1 PERSON_LASTNAME_2 who left for ORGANIZATION_5. On DATE DATE_10, ORGANIZATION_1 confirmed the loan signing of PERSON_LASTNAME_4 from ORGANIZATION_12. PRONOUN signed a season-long deal with an option to make the move permanent in ORGANIZATION_1's favour. NUMERIC_4] PRONOUN scored PRONOUN first goal for ORGANIZATION_9 against ORGANIZATION DATE_10 in the League Cup on DATE_4. DATE_10 On DATE DATE_9, LOCATION DATE_9 side ORGANIZATION DATE_9 announced that they had signed PERSON_LASTNAME_4 on loan for the rest of the season. DATE_9 NUMERIC_1] After turning down a NUMERIC_1-year contract with ORGANIZATION_8 in the ORGANIZATION_11 during DATE_12, NUMERIC_2] PERSON_LASTNAME_4 signed a NUMERIC_2-year contract with Stabæk on DATE_11. DATE_8 On DATE_2, PRONOUN played PRONOUN first match for the club against LOCATION_1 club ORGANIZATION_14. Later PRONOUN was to join ORGANIZATION_4 and ORGANIZATION_2. On DATE DATE_10, ORGANIZATION_1 confirmed the loan signing of PERSON_LASTNAME_4 from ORGANIZATION_12. PRONOUN signed a season-long deal with an option to make the move permanent in ORGANIZATION_1's favour. NUMERIC_4] PRONOUN scored PRONOUN first goal for ORGANIZATION_9 against ORGANIZATION DATE_10 in the League Cup on DATE_4. DATE_10 On DATE DATE_9, LOCATION DATE_9 side ORGANIZATION DATE_9 announced that they had signed PERSON_LASTNAME_4 on loan for the rest of the season. DATE_9 NUMERIC_1] After turning down a NUMERIC_1-year contract with ORGANIZATION_8 in the ORGANIZATION_11 during DATE_12, NUMERIC_2] PERSON_LASTNAME_4 signed a NUMERIC_2-year contract with Stabæk on DATE_11. DATE_8 On DATE_2, PRONOUN played PRONOUN first match for the club against LOCATION_1 club ORGANIZATION_14. Because PERSON_LASTNAME_4 has dual LOCATION_3-Moroccan nationality, PRONOUN could play for either country, and PRONOUN chose to play International youth team games for both nations. PERSON_LASTNAME_4 was called up to play in the LOCATION_3 national team in DATE_3 and to play PRONOUN first international game. PRONOUN PRONOUN debut for LOCATION_5 in a friendly match against LOCATION_8, and was therefore still be eligible to play for LOCATION_4. In DATE_5, PERSON_LASTNAME_4 was punished a NUMERIC_3-month prison sentence forhis fifteenth speeding. PRONOUN was given the jail term by a court in LOCATION DATE_10 and was banned from driving for NUMERIC_4 years having also been caught for reckless driving in DATE_1.",0.2
15,famous,famous_114_d_1_6.txt,adele,"PERSON_FIRSTNAME_1 is a OTHER_IDENTIFYING_ATTRIBUTE_3 OCCUPATION_1 who became famous in the late NUMERIC_2's. PRONOUN has an extremely powerful and beautiful voice and some of PRONOUN biggest hits include titles like OTHER_IDENTIFYING_ATTRIBUTE_1 and OTHER_IDENTIFYING_ATTRIBUTE_2. PRONOUN has won many awards for PRONOUN music, PRONOUN has even sang a theme tune for a OTHER_IDENTIFYING_ATTRIBUTE_4 Film. PRONOUN has recently had a huge overhaul on PRONOUN image and has lost an incredible NUMERIC_5 stone thanks to healthy eating and exercise. PRONOUN has a son and a husband but I believe they DATE_1 be divorcing. PRONOUN has lots of celebrity friends and is known to enjoy hanging out with them. PRONOUN has NUMERIC_9 best selling albums called - NUMERIC_8, NUMERIC_4 & NUMERIC_6 all of which have won numerous awards.",0.5
3,famous,famous_103_d_1_5.txt,mick jagger,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 is a NUMERIC_2-year-old singer-songwriter from the LOCATION_1 and is the lead singer of the rock band ORGANIZATION_2. Throughout PRONOUN career, PRONOUN has been an actor and a film producer as well as a singer. PRONOUN NET worth is around NUMERIC_6 million. PERSON_LASTNAME_1 has NUMERIC_1 children across NUMERIC_3 relationships and has been married once with several other relationships. PRONOUN career began in DATE_3 and PRONOUN has been active in PRONOUN career ever since. As well as being an amazing singer, PRONOUN also plays guitar. PRONOUN has appeared on the cover of ORGANIZATION_1 magazine over NUMERIC_7 times since DATE_2. In DATE_1, PRONOUN wrote smash-hit OTHER_IDENTIFYING_ATTRIBUTE_1' for PERSON_FIRSTNAME_2 A.",0.0
335,famous,famous_40_d_1_10.txt,sam smith,"PERSON_FIRSTNAME_2 PERSON_LASTNAME_2 is an award-winning LOCATION_1 singer and songwriter. They achieved widespread recognition as a featured artist on OTHER_IDENTIFYING_ATTRIBUTE_9's """" OTHER_IDENTIFYING_ATTRIBUTE_1"""""""" and OTHER_IDENTIFYING_ATTRIBUTE_6's number NUMERIC_1 """" OTHER_IDENTIFYING_ATTRIBUTE_3"""""""", before securing their own with chart topper """" OTHER_IDENTIFYING_ATTRIBUTE_8"""""""". They achieved international success through their subsequent single """" OTHER_IDENTIFYING_ATTRIBUTE_4"""""""", which reached number NUMERIC_1 in the LOCATION_3 and number NUMERIC_2 in the LOCATION_2. PERSON_LASTNAME_2 holds a OTHER_IDENTIFYING_ATTRIBUTE_7 Record for the first OTHER_IDENTIFYING_ATTRIBUTE_2 theme song to achieve number NUMERIC_1 in the LOCATION_3 - OTHER_IDENTIFYING_ATTRIBUTE_10's """"""""Writing's on the Wall"""""""", penned with longtime collaborator PERSON_FIRSTNAME_1 PERSON_LASTNAME_1. PERSON_LASTNAME_2's third studio album, due for release in early DATE_1, has been delayed due to the ongoing coronavirus pandemic, with release date currently unknown.",0.5
256,famous,famous_331_d_1_2.txt,ed sheeran,"Edward PERSON_FIRSTNAME_1 Christopher PERSON_LASTNAME_3 is an LOCATION_1 singer, songwriter, record producer and actor. Born on the DATE_2, in Halifax, West Yorkshire, PERSON_FIRSTNAME_1 PERSON_LASTNAME_3's debut album '+' in DATE_1 topped the LOCATION_2 album chart. It contained PRONOUN first hit single OTHER_IDENTIFYING_ATTRIBUTE_1'. PRONOUN current estimate net worth is NUMERIC_5 million as of DATE_3. PRONOUN is married to PERSON_FIRSTNAME_4 PERSON_LASTNAME_5 and they have NUMERIC_1 child together. PRONOUN genres include: pop, folk-pop and hiphop while PRONOUN also does solo instrumentals on the guitar. Via PRONOUN Wikipedia page, PRONOUN is mostly associated to: PERSON_FIRSTNAME_3 PERSON_LASTNAME_7, PERSON_FIRSTNAME_5 PERSON_LASTNAME_4, PERSON_FIRSTNAME_8 PERSON_LASTNAME_1, Stormzy, Taylor PERSON_LASTNAME_2, PERSON_FIRSTNAME_6 and PERSON_FIRSTNAME_2 PERSON_LASTNAME_6.",0.6666666666666666
978,semifamous,semifamous_263_d_3_10.txt,irvin brooks,"PERSON_FIRSTNAME_3 Woodberry """" PERSON_FIRSTNAME_2"""""""" PERSON_LASTNAME_1 was born on DATE_1 NUMERIC_2, NUMERIC_1 and died on DATE_2 NUMERIC_6, NUMERIC_5. Although it has been written in several books that PRONOUN country of birth was the LOCATION_2 and PRONOUN name was PERSON_FIRSTNAME_2 PERSON_LASTNAME_1, PRONOUN was known as PERSON_FIRSTNAME_3 PERSON_LASTNAME_1 and was born in Key West, Florida. PERSON_FIRSTNAME_3 was most known as an LOCATION_1 baseball player who gained success playing with the ORGANIZATION_2 in the Negro leagues. PRONOUN remained with the ORGANIZATION_2 throughout PRONOUN entire career where PRONOUN played pitcher, infielder, and outfielder from DATE_4 to DATE_3. PRONOUN was named as the favourite Negro league baseball player of all time by the influential owner of the Homestead Grays, Cumberland Posey.",0.0
843,semifamous,semifamous_141_d_3_5.txt,kenny kramm,"The late PERSON_FIRSTNAME_2 PERSON_LASTNAME_1 - known as PERSON_FIRSTNAME_1 - founded ORGANIZATION_2 in order to improve the flavour profile of medications which are often difficult or unpleasant to take as a result of their natural chemical composition. Growing up in LOCATION_1, PERSON_FIRSTNAME_1 graduated with a degree in advertising design from the ORGANIZATION_1. The business interest began following the experience of PRONOUN daughter's epilepsy, leading PRONOUN to take regular medication. This experience, combined with a career switch which led to PERSON_FIRSTNAME_1 joining the pharmacy firm owned by PRONOUN father in DATE_1, presented the opportunity for PERSON_FIRSTNAME_1's ORGANIZATION_2 work.",0.0
338,famous,famous_43_d_1_3.txt,emma watson,English actress who played PERSON_FIRSTNAME_3 PERSON_LASTNAME_2 in the OTHER_IDENTIFYING_ATTRIBUTE_1 films alongside PERSON_FIRSTNAME_2 PERSON_LASTNAME_1. More recently PRONOUN played PERSON_FIRSTNAME_1 in OTHER_IDENTIFYING_ATTRIBUTE_2 and appeared in OTHER_IDENTIFYING_ATTRIBUTE_3. PRONOUN appeared in all NUMERIC_1 OTHER_IDENTIFYING_ATTRIBUTE_1 films. As a child PRONOUN trained at ORGANIZATION_3 in singing dancing and acting. PRONOUN has also done some modeling work for ORGANIZATION_2 and ORGANIZATION_1. On OTHER_IDENTIFYING_ATTRIBUTE_2 PRONOUN was required to sing. PRONOUN attended an all girls school in LOCATION_2. PRONOUN is of slight build with blonde hair. PRONOUN is NUMERIC_1 of the highest paid Actresses in the world thanks to PRONOUN role in OTHER_IDENTIFYING_ATTRIBUTE_1. PRONOUN was born on the DATE_1 in LOCATION_1. PRONOUN studied at university alongside PRONOUN acting career and got a degree in English Literature. PRONOUN has also won awards for PRONOUN acting.,0.0
876,semifamous,semifamous_171_d_3_10.txt,irvin brooks,"PERSON_FIRSTNAME_2 PERSON_LASTNAME_1 was an LOCATION_1 citizen who played for the ORGANIZATION_2. A black man, PRONOUN played in the negro league. PRONOUN date of birth was DATE_6 and PRONOUN died DATE_4. PRONOUN nickname was PERSON_FIRSTNAME_1 and some articles attribute this as PRONOUN name. By all accounts PRONOUN was talented, described as an outstanding hitter. Although PRONOUN played pitched infielder and outfielder positions in PRONOUN career. The Wikipedia article indicates that PRONOUN career spanned DATE_5 to DATE_1. Born in key West, Florida, PRONOUN lived to the age of seventy NUMERIC_1, which feels a good age for someone living in that time. A brief spell in LOCATION_2 saw PRONOUN aligned to the ORGANIZATION_1 in DATE_2. It is a testament to PRONOUN career that a Wikipedia page is in PRONOUN name in DATE_3.",0.0
815,semifamous,semifamous_116_d_3_2.txt,william bettendorf,"William P. OTHER_IDENTIFYING_ATTRIBUTE_1 is a famous inventor who has a city of OTHER_IDENTIFYING_ATTRIBUTE_1, Iowa in LOCATION_3 named after PRONOUN and PRONOUN brother. For all people who are want-to-be inventors and entrepreneur PRONOUN is a good role model. PRONOUN most famous inventions are: power lift sulky plow, the OTHER_IDENTIFYING_ATTRIBUTE_1 metal wheel and the NUMERIC_1-piece railroad truck frame. PRONOUN was a hard-working idea generator who by NUMERIC_1 had NUMERIC_4 patents. PRONOUN learned responsibility early on as PRONOUN was the oldest kid of NUMERIC_2 in the family. And being the big brother is always challenging. To make things more challenging PRONOUN father had immigrated from LOCATION_2 and was a school teacher. OTHER_IDENTIFYING_ATTRIBUTE_1 started working as messenger boy but later moved to LOCATION_4. PRONOUN first invention came when PRONOUN was working as an apprentice for ORGANIZATION_1 and later built more inventions when working for them. As for PRONOUN personal life - PRONOUN married twice. With PRONOUN first wife - PERSON_FIRSTNAME_1 PERSON_LASTNAME_2 PRONOUN had NUMERIC_3 kids. After losing PRONOUN, PRONOUN married a widow - PERSON_FIRSTNAME_3 PERSON_LASTNAME_1.",0.25
1036,semifamous,semifamous_317_d_3_9.txt,walter chorn,"PERSON_LASTNAME_1 was born in DATE_1 NUMERIC_4st NUMERIC_2, a highly intelligent and athletic young man PRONOUN graduated from ORGANIZATION_1 university in LOCATION_2. PRONOUN studied law and graduated with an LLB. PRONOUN also played football at college. Later in life PRONOUN set up a law office in LOCATION_1 where PRONOUN practiced for NUMERIC_3 years. In chorns life there have been many oppertunities to reach grand heights in both PRONOUN career and social position. By DATE_1 PRONOUN had already worked for the state auditor's office, and became the chief clerk of the supreme court. PERSON_LASTNAME_1 had become a man of authority and was enlisted as part of the elite sigma group.",0.0
1156,semifamous,semifamous_64_d_3_9.txt,walter chorn,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 was born on DATE_4 and died on DATE_3. PRONOUN was a college football player, lawyer, and NUMERIC_1 time insurance superintendent of LOCATION_2 ORGANIZATION_2. PERSON_FIRSTNAME_3 attended ORGANIZATION_4 in Fayette, LOCATION_2 and ORGANIZATION_5 in Nashville, Tennessee. PRONOUN raduated from the ORGANIZATION_5 with an LL.B. PERSON_LASTNAME_1 was a guard and tackle for PERSON_FIRSTNAME_2 PERSON_LASTNAME_2's ORGANIZATION_1 football teams, selected All-Southern in DATE_5, and second-team on an all-time ORGANIZATION_3 football team selected in DATE_8. PRONOUN opened a law office in Fayette, LOCATION_2 after graduating. PRONOUN practised for NUMERIC_2 years. In DATE_2 PRONOUN became chief clerk of the commission that revised the LOCATION_2 statutes. In DATE_1 and DATE_6 PRONOUN served in the state auditor's office, and in DATE_7 was chief clerk of the supreme court of LOCATION_2.",0.25
324,famous,famous_393_d_1_6.txt,adele,"PERSON_FIRSTNAME_1 is a famous LOCATION_1 singer best known for PRONOUN songs on heart breaks and heart aches. PRONOUN real name is PERSON_FIRSTNAME_2 PERSON_LASTNAME_1 and PRONOUN was born in LOCATION_2 on the DATE_2. PRONOUN discovered PRONOUN love for singing at the age of NUMERIC_1 but continued singing in high school till DATE_1 when PRONOUN a friend posted PRONOUN music of social media site ORGANIZATION_1. PRONOUN was persuaded to sign a record contract with ORGANIZATION_2 , released PRONOUN first album NUMERIC_3 in DATE_3 and after much success and acclaim won Grammy Awards for best female new artist and vocal performer PERSON_FIRSTNAME_1 is a private person who tries to live an ordinary and not celebrity lifestyle. PRONOUN has a child and is rumoured to be separated from PRONOUN partner. PERSON_FIRSTNAME_1 was recently in the news looking slim and had braids on. Some people claim PRONOUN was appropriating black culture but a majority supported PRONOUN on social media for appreciating black culture",0.3333333333333333
855,semifamous,semifamous_152_d_3_6.txt,malcolm dustan,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 was born in Redruth, ORGANIZATION_2 on the DATE_5. PRONOUN was a Former LOCATION_1 Cricketer who played for a total of NUMERIC_13 teams throughout PRONOUN playing career. These teams included Minor Countries South DATE_2 , Minor Countries West NUMERIC_14 NUMERIC_3), ORGANIZATION_1 NUMERIC_8 NUMERIC_1) and ORGANIZATION_2 NUMERIC_10 NUMERIC_9). PRONOUN was best known for PRONOUN Right-Handed Batting ability and also Slightly known for PRONOUN Medium Pace right arm bowling ability. PERSON_LASTNAME_1 played a total of NUMERIC_12 list A matches and scored NUMERIC_11 runs through PRONOUN career, PRONOUN then played NUMERIC_7 first class matches on top of this PRONOUN has scored NUMERIC_5 runs.",0.0
9,famous,famous_109_d_1_5.txt,mick jagger,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 is the lead singer of the ORGANIZATION_2. PRONOUN grew up in LOCATION_1 and wrote many songs with the ORGANIZATION_1 guitarist PERSON_FIRSTNAME_2 PERSON_LASTNAME_4. Following global stardom PRONOUN went on to have a string of relationships and marriages with a variety of women and became almost as notorious for this as for PRONOUN music. PRONOUN relationships include PERSON_FIRSTNAME_4 PERSON_LASTNAME_3, PERSON_FIRSTNAME_3 PERSON_LASTNAME_2 and many other famous women of the period. PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 is now in PRONOUN NUMERIC_3's and still tours with the ORGANIZATION_2 regularly, filling stadiums across the globe. PRONOUN enjoys the status of rock legend and is often idolised by contemporary performers. PRONOUN was also famous for PRONOUN dance moves, which were quite bold during the DATE_1's and maintains these dance moves when performing live today",0.0
249,famous,famous_325_d_1_2.txt,ed sheeran,"Ginger hair, white male, short, singer song writer. Big black glasses. looks similar to another celeb call ron PERSON_FIRSTNAME_1. recently got married and had a kid. has a lot of number NUMERIC_1 songs around the world not just in the OTHER_IDENTIFYING_ATTRIBUTE_2. .has hits with beyonce, stomzy, rihanna. has a OTHER_IDENTIFYING_ATTRIBUTE_2 callob album with a lot of OTHER_IDENTIFYING_ATTRIBUTE_2 grime artist. but then ditched them when PRONOUN became famous. name ryhmes with head. some girl would think PRONOUN was good looking, PRONOUN music is very folk style type of music. sometimes it is very hip hop and sometimes pop. PRONOUN can do all type of music and PRONOUN will chart. PRONOUN is OTHER_IDENTIFYING_ATTRIBUTE_1. PRONOUN can rap in african langage which is very impressive. PRONOUN is a not very tall man at all",0.3333333333333333
22,famous,famous_120_d_1_6.txt,adele,"OTHER_IDENTIFYING_ATTRIBUTE_1 is a LOCATION_2 singer who has released several albums over the course of over NUMERIC_9 years. Some of the songs PRONOUN is best known for is PRONOUN cover of OTHER_IDENTIFYING_ATTRIBUTE_8' as well as PRONOUN own written songs including OTHER_IDENTIFYING_ATTRIBUTE_2' and OTHER_IDENTIFYING_ATTRIBUTE_7 has it'. PRONOUN grew up in LOCATION_1 in LOCATION_3 and went to the BRIT School for Performing Arts & Technology. In DATE_4 PRONOUN announced PRONOUN was in the process of writing, composing, and recording the theme song for the OTHER_IDENTIFYING_ATTRIBUTE_3 film OTHER_IDENTIFYING_ATTRIBUTE_4', with the song as the same name. As of DATE_3, PRONOUN has put out NUMERIC_14 albums, NUMERIC_13' released in DATE_7, NUMERIC_8' released DATE_2, and NUMERIC_11' which came out in DATE_5. PRONOUN has also been on several live tours OTHER_IDENTIFYING_ATTRIBUTE_5' from DATE_7 NUMERIC_3, OTHER_IDENTIFYING_ATTRIBUTE_6' in DATE_2, and OTHER_IDENTIFYING_ATTRIBUTE_6 DATE_1' which ran from DATE_1 NUMERIC_7.",0.0
221,famous,famous_2_d_1_10.txt,sam smith,"PERSON_FIRSTNAME_2 PERSON_LASTNAME_2 is a young male singer and songwriter. PRONOUN first major song was latch. PRONOUN lives in LOCATION_1 and is NUMERIC_1 years old. PRONOUN has facial hair and a short hair cut and sometimes wears glasses. PRONOUN mostly wears a blazer with a jumper underneath. PRONOUN has been known to post controversial tweets on twitter. PRONOUN has dark brown hair and used to date PERSON_FIRSTNAME_3 PERSON_LASTNAME_1 who was in the Netflix series NUMERIC_6 reasons why. PERSON_FIRSTNAME_2 PERSON_LASTNAME_2 has also done a song for a OTHER_IDENTIFYING_ATTRIBUTE_4 film as has PERSON_FIRSTNAME_1. Other songs PRONOUN has written include Too Good at Goodbyes, I'm not the only NUMERIC_1 and OTHER_IDENTIFYING_ATTRIBUTE_3. PRONOUN has featured as a singer on the OTHER_IDENTIFYING_ATTRIBUTE_2.",1.0
945,semifamous,semifamous_233_d_3_7.txt,charles black,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_2 was really into Law. In fact PRONOUN loved law so much that PRONOUN became a professor of it. PRONOUN wrote a really well-liked document on how to impeach people and was much involved in a court case in the highest court of the LOCATION_1 land. PRONOUN document was to prove useful during the OTHER_IDENTIFYING_ATTRIBUTE_1 scandal, which led to the impeachment of President PERSON_LASTNAME_1. PRONOUN studied at ORGANIZATION_1, after a stint at the ORGANIZATION_2, LOCATION_2. PRONOUN also did time in the army where PRONOUN taught some stuff about law. PRONOUN hated the death penalty and devoted much of PRONOUN career to decrying it. PRONOUN has written over a dozen books on law.",0.0
1086,semifamous,semifamous_362_d_3_2.txt,william bettendorf,"PERSON_FIRSTNAME_2 PERSON_LASTNAME_1 was an American-German inventor. Although you probably haven’t heard of PRONOUN PRONOUN invented some well known things! Ie the power lift and by the age of NUMERIC_4 PRONOUN held NUMERIC_2 patents-pretty impressive! PRONOUN founded a company with PRONOUN younger brother PERSON_FIRSTNAME_1 w PERSON_LASTNAME_1 called the ORGANIZATION_1. Although PRONOUN had a successful career PRONOUN personal life was wracked with tragedy. With both PRONOUN first wife and children dying before PRONOUN. PRONOUN PRONOUN died as PRONOUN company was growing rapidly and before PRONOUN had moved into the palatial home PRONOUN was having built. Posthumously the city where PRONOUN expired was named after PRONOUN PERSON_LASTNAME_1, Iowa, USA.",0.0
1180,semifamous,semifamous_86_d_3_5.txt,kenny kramm,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 was an entrepeneur who has developed a product that flavours otherwise unpaletable medicine, PRONOUN was born in the LOCATION_2 in LOCATION_1 PRONOUN developed the OTHER_IDENTIFYING_ATTRIBUTE_2 to help PRONOUN daughter who after PRONOUN release from hospital disliked taking PRONOUN many medications. In DATE_2, PERSON_LASTNAME_1's father, suggested sweetening the medicine with flavorings used by sweet manufacturers. The men spent their evenings, after opening hours, tasting different samples. PERSON_LASTNAME_1 then took home the flavored medicine that PRONOUN hoped PRONOUN daughter would like them. PRONOUN ultimately picked NUMERIC_1 and resumed PRONOUN proper dosage. Parents from the nearby children's hospital heard about the flavoring, and OTHER_IDENTIFYING_ATTRIBUTE_1 was born PRONOUN unfortunatly contracted an infection and dies from sepsis in NUMERIC_1",0.3333333333333333
1024,semifamous,semifamous_306_d_3_4.txt,clyde fernandes,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 was born in ORGANIZATION_4, Indea. PERSON_LASTNAME_1 made PRONOUN professional debut for ORGANIZATION_2 on DATE_3 against ORGANIZATION_3. PRONOUN played NUMERIC_2 minutes before coming off as ORGANIZATION_4 drew NUMERIC_7 NUMERIC_7. PERSON_LASTNAME_1 has played LOCATION_2 at the under NUMERIC_6 level, going with the side to LOCATION_3. In PRONOUN whole time playing, PRONOUN never ended up scoring a single goal, however PRONOUN position was defance so PRONOUN was never meant to score goals anyway. PRONOUN has a very nice face structure and very nice hair. PRONOUN is about NUMERIC_1ft NUMERIC_8in, or NUMERIC_3 NUMERIC_5m tall. In DATE_1 PRONOUN played for the ORGANIZATION_4 football team and fromm DATE_2 PRONOUN has played for ORGANIZATION_1.",0.0
340,famous,famous_45_d_1_4.txt,elton john,"PERSON_FIRSTNAME_3 is a singer, songwriter and pianist. PRONOUN was born in LOCATION_1 in DATE_6. PRONOUN grew up in LOCATION_3. Over the years PRONOUN has had many hit songs and has written songs for many other famous artists. PRONOUN is a very talented artist and has received NUMERIC_1 Grammy awards and NUMERIC_2 golden globes. PRONOUN sang a famous song for OTHER_IDENTIFYING_ATTRIBUTE_2 PERSON_FIRSTNAME_2,; OTHER_IDENTIFYING_ATTRIBUTE_3 which PRONOUN performed at PRONOUN funeral in LOCATION_2 in DATE_2. PRONOUN first hit single was OTHER_IDENTIFYING_ATTRIBUTE_1 in DATE_3. PRONOUN established the ORGANIZATION_1 DATE_4. PRONOUN has been openly gay since DATE_1 and married PRONOUN husband, PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 in DATE_5. They have NUMERIC_3 adapted children together.",0.6666666666666666
1067,semifamous,semifamous_345_d_3_9.txt,walter chorn,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 was born in DATE_2 in LOCATION_1 county missouri, PRONOUN was a college football player, lawyer and NUMERIC_1 time insurance superintendent of LOCATION_2. PERSON_LASTNAME_2 was the ORGANIZATION_1 champion in DATE_1. PERSON_LASTNAME_2 never married PRONOUN was very much engrossed in PRONOUN career. After graduating PERSON_LASTNAME_2 opened a law firm practising for NUMERIC_3 years. In DATE_3 PRONOUN became chief clerk of the commission that revised the LOCATION_2 statues. After serving in the state auditors office for NUMERIC_3 years and as Chief clerk of the Supreme Court the following year PERSON_LASTNAME_2 took PRONOUN off to LOCATION_3. Unknown to all around PRONOUN PERSON_LASTNAME_2 was an alcoholic who had been battling with alcoholism for many years, PERSON_LASTNAME_2 died at the young age of NUMERIC_1, it is thought the cause of death was liver failure.",0.0
